doc_uid,issuer,bucket,product_name,zip_path,quarter,sha256,size_bytes,page_count,total_chars,is_scanned
capital_one_national_association__credit_card_agreement_for_cabelas_club_cards_in_capital_one_n_a__255663,"CAPITAL ONE, NATIONAL ASSOCIATION",national,Credit Card Agreement for Cabelas CLUB Cards in Capital One N.A.,"CAPITAL ONE, NATIONAL ASSOCIATION/Credit-Card-Agreement-for-Cabelas-CLUB-Cards-in-Capital-One-N.A..pdf-255663.pdf",2026-Q1,b74296d53604cfa4acb4309ca9ed928ade5335269307daa8d64ac7671c92138f,300749,7,31814,False
capital_one_national_association__credit_card_agreement_for_consumer_no_preset_spending_limit_cards_in_capital_one_n_a__559129,"CAPITAL ONE, NATIONAL ASSOCIATION",national,"Credit Card Agreement for Consumer No Preset Spending Limit Cards in Capital One, N.A.","CAPITAL ONE, NATIONAL ASSOCIATION/Credit Card Agreement for Consumer No Preset Spending Limit Cards in Capital One, N.A..pdf-559129.pdf",2026-Q1,49f6124303c2fd5269aaa2bfd8d4461669f9380b302d20eaf6f6e2a8f2959011,230965,7,32403,False
capital_one_national_association__credit_card_agreement_for_consumer_secured_cards_in_capital_one_n_a__255665,"CAPITAL ONE, NATIONAL ASSOCIATION",national,Credit Card Agreement for Consumer Secured Cards in Capital One N.A.,"CAPITAL ONE, NATIONAL ASSOCIATION/Credit-Card-Agreement-for-Consumer-Secured-Cards-in-Capital-One-N.A..pdf-255665.pdf",2026-Q1,280d5d00b03bcf390449f98becc3cdad6084de1e4fb044757867481b3b426cb4,259399,8,35632,False
capital_one_national_association__credit_card_agreement_for_discover__582095,"CAPITAL ONE, NATIONAL ASSOCIATION",national,Credit Card Agreement for Discover,"CAPITAL ONE, NATIONAL ASSOCIATION/Credit Card Agreement for Discover.pdf-582095.pdf",2026-Q1,69caa20108be784313050dfdb92701777f126776325d639a0b1fbe66c60cda8f,233077,9,41743,False
capital_one_national_association__credit_card_agreement_for_t_mobile_visa_in_capital_one_n_a__581646,"CAPITAL ONE, NATIONAL ASSOCIATION",national,Credit Card Agreement for T Mobile Visa® in Capital One N.A.,"CAPITAL ONE, NATIONAL ASSOCIATION/Credit Card Agreement for T-Mobile Visa┬« in Capital One N.A..pdf-581646.pdf",2026-Q1,2715f047a7da2c816efc8a1ae0e3b7ad8b081bd4ed79fbf292416476ffb8e9cb,221475,7,33705,False
capital_one_national_association__credit_card_agreement_for_visa_signature_and_world_mastercard_cards_in_capital_one_n_a__255666,"CAPITAL ONE, NATIONAL ASSOCIATION",national,Credit Card Agreement for VISA Signature and World MasterCard Cards in Capital One N.A.,"CAPITAL ONE, NATIONAL ASSOCIATION/Credit-Card-Agreement-for-VISA-Signature-and-World-MasterCard-Cards-in-Capital-One-N.A..pdf-255666.pdf",2026-Q1,7bbb2e060c45ec45361bee155368ca7e1fbeb055eb72ac18b0ad3a2efc590c5b,224731,8,32446,False
chase_bank_usa_national_association__col00040_disney_agreement__255619,"CHASE BANK USA, NATIONAL ASSOCIATION",national,COL00040 Disney Agreement,"CHASE BANK USA, NATIONAL ASSOCIATION/COL00040 Disney Agreement.pdf-255619.pdf",2026-Q1,421aa688ccfbeec7176ae9ce6bf12c68f6c4e87b2591b098f8771fe233f9e4dd,649833,22,54202,False
chase_bank_usa_national_association__col00062_disney_visa_signature_agreement__255617,"CHASE BANK USA, NATIONAL ASSOCIATION",national,COL00062 Disney Visa Signature Agreement,"CHASE BANK USA, NATIONAL ASSOCIATION/COL00062 Disney Visa Signature Agreement.pdf-255617.pdf",2026-Q1,11671082fc13f69b4b302cd9de996310e1ef4a12e22484d349c4475e6ef3f446,314456,22,54014,False
chase_bank_usa_national_association__col00067_amazon_visa_signature_agreement__255616,"CHASE BANK USA, NATIONAL ASSOCIATION",national,COL00067 Amazon Visa Signature Agreement,"CHASE BANK USA, NATIONAL ASSOCIATION/COL00067 Amazon Visa Signature Agreement.pdf-255616.pdf",2026-Q1,7c67a4bbb436a45e161c234c60ec0723e55fac5971b7355272dd24184bf291bc,240753,22,54610,False
chase_bank_usa_national_association__col00090_iberia_visa_signature_agreement__255604,"CHASE BANK USA, NATIONAL ASSOCIATION",national,COL00090 Iberia Visa Signature Agreement,"CHASE BANK USA, NATIONAL ASSOCIATION/COL00090 Iberia Visa Signature Agreement.pdf-255604.pdf",2026-Q1,4535d5deab58c3f9a783909936c10c4e0f52a49df18e2a2bfac53451709a20ba,207875,21,50984,False
chase_bank_usa_national_association__col00094_visa_signature_or_infinite_agreement__255600,"CHASE BANK USA, NATIONAL ASSOCIATION",national,COL00094 Visa Signature or Infinite Agreement,"CHASE BANK USA, NATIONAL ASSOCIATION/COL00094 Visa Signature or Infinite Agreement.pdf-255600.pdf",2026-Q1,1145b01109383d08de99c4e368d7ed1dba981e5029c453611cb2326f51e93438,326411,21,51270,False
chase_bank_usa_national_association__col00095_visa_agreement__255599,"CHASE BANK USA, NATIONAL ASSOCIATION",national,COL00095 Visa Agreement,"CHASE BANK USA, NATIONAL ASSOCIATION/COL00095 Visa Agreement.pdf-255599.pdf",2026-Q1,d254c13023e2879337e7cd1b0035244154c7be80a4ec5aca5df84ce2067d1a23,330682,22,51423,False
chase_bank_usa_national_association__col00098_visa_signature_or_infinite_agreement_for_in_branch_offers__255598,"CHASE BANK USA, NATIONAL ASSOCIATION",national,COL00098 Visa Signature or Infinite Agreement (for in branch offers),"CHASE BANK USA, NATIONAL ASSOCIATION/COL00098 Visa Signature or Infinite Agreement (for in-branch offers).pdf-255598.pdf",2026-Q1,c979ca9b7df043d07a62bac0be5ea30768811cbc40f786ceea6ea58d9250bc3d,326448,21,51270,False
chase_bank_usa_national_association__col00099_visa_agreement_for_in_branch_offers__255597,"CHASE BANK USA, NATIONAL ASSOCIATION",national,COL00099 Visa Agreement (for in branch offers),"CHASE BANK USA, NATIONAL ASSOCIATION/COL00099 Visa Agreement (for in-branch offers).pdf-255597.pdf",2026-Q1,506d7ec4127549b0af0ad45d43d8f6c0c4441fa6ef7f6dd89017772e6e6fb02f,338193,22,51427,False
citibank_n_a__aadvantage_platinum_select_world_elite_cardmember_agreement__256182,"CITIBANK, N.A.",national,AAdvantage Platinum Select World Elite Cardmember Agreement,"CITIBANK, N.A./AAdvantage Platinum Select World Elite Cardmember Agreement.pdf-256182.pdf",2026-Q1,4967ed94ef6ee7f4dc1bed024e75db7de66b62ea27e2565b7bbcf48d50f8859c,310796,12,57097,False
citibank_n_a__at_t_points_plus_cardmember_agreement__339073,"CITIBANK, N.A.",national,AT&T Points Plus Cardmember Agreement,"CITIBANK, N.A./AT&T Points Plus Cardmember Agreement.pdf-339073.pdf",2026-Q1,04db88805a5a814ed608485c4c9fa88e39d789e759711117f2134ddf5192c1b7,351116,12,57018,False
citibank_n_a__at_t_points_plus_pricing_and_information_table__339073,"CITIBANK, N.A.",national,AT&T Points Plus Pricing and Information Table,"CITIBANK, N.A./AT&T Points Plus Pricing and Information Table.pdf-339073.pdf",2026-Q1,95c5e54d5baffd741bc75102a552dc2de722b88d1377e19df2438fdb425d9fba,313475,2,5023,False
citibank_n_a__american_airlines_aadvantage_mileup_cardmember_agreement__256186,"CITIBANK, N.A.",national,American Airlines AAdvantage Mileup Cardmember Agreement,"CITIBANK, N.A./American Airlines AAdvantage Mileup Cardmember Agreement.pdf-256186.pdf",2026-Q1,b57a354b13bafd0979580e491e4757826a4ca50b128c45dc5f6f93e2555d486b,364964,12,57204,False
citibank_n_a__citi_custom_cash_cardmember_agreement__256160,"CITIBANK, N.A.",national,Citi Custom Cash Cardmember Agreement,"CITIBANK, N.A./Citi Custom Cash Cardmember Agreement.pdf-256160.pdf",2026-Q1,67bd95582e7fe0c6f30f2c780508ef2e5023fbee1dcef393274e820935fdad43,383183,12,55730,False
citibank_n_a__citi_diamond_preferred_cardmember_agreement__256166,"CITIBANK, N.A.",national,Citi Diamond Preferred Cardmember Agreement,"CITIBANK, N.A./Citi Diamond Preferred Cardmember Agreement.pdf-256166.pdf",2026-Q1,5c975c22ddc6dd5f60c8dd8ef23e3005fe72341bd7506f3cd1b27b52337e47ad,387919,12,55729,False
citibank_n_a__citi_secured_cardmember_agreement__256164,"CITIBANK, N.A.",national,Citi Secured Cardmember Agreement,"CITIBANK, N.A./Citi Secured Cardmember Agreement.pdf-256164.pdf",2026-Q1,325567265c712d39d23e1e03135127052fef42796b8cd1934a5fa277647a3c90,388469,12,55729,False
citibank_n_a__citi_simplicity_cardmember_agreement__256162,"CITIBANK, N.A.",national,Citi Simplicity Cardmember Agreement,"CITIBANK, N.A./Citi Simplicity Cardmember Agreement.pdf-256162.pdf",2026-Q1,eb4c2e9ca1d32bfb8b944d5ec2a68939859f508f84729c18be54056fe9d40499,491062,12,55401,False
citibank_n_a__citi_strata_cardmember_agreement__256154,"CITIBANK, N.A.",national,Citi Strata Cardmember Agreement,"CITIBANK, N.A./Citi Strata Cardmember Agreement.pdf-256154.pdf",2026-Q1,19ed57d87dac7e5927e5ec8d1c84445a2fa55f7f6d138ad81925f7aa60f09faf,382867,12,55727,False
citibank_n_a__citi_strata_student_cardmember_agreement__256152,"CITIBANK, N.A.",national,Citi Strata Student Cardmember Agreement,"CITIBANK, N.A./Citi Strata Student Cardmember Agreement.pdf-256152.pdf",2026-Q1,95fd81107a2895703cf8bc1fa8244afc4ac8d8a465a721fb52a7b5618374c799,384161,12,55728,False
citizens_bank_national_association__citizens_amp_cardholder_agreement_june_2025__534353,"CITIZENS BANK, NATIONAL ASSOCIATION",national,Citizens Amp Cardholder Agreement June 2025,"CITIZENS BANK, NATIONAL ASSOCIATION/Citizens Amp Cardholder Agreement_June_2025.pdf-534353.pdf",2026-Q1,766f3aab918e6a446b707fa29e0ccab2ea9d90664275ba58327fd2ebe18cf08f,350770,17,60016,False
citizens_bank_national_association__citizens_spring_cardholder_agreement_june_2025__534354,"CITIZENS BANK, NATIONAL ASSOCIATION",national,Citizens Spring Cardholder Agreement June 2025,"CITIZENS BANK, NATIONAL ASSOCIATION/Citizens Spring Cardholder Agreement_June_2025.pdf-534354.pdf",2026-Q1,6cf2ffa339d2d0228ba1f1e8105a0c77b305629906782ae528f7dcbff7fe9cf2,348623,17,60657,False
citizens_bank_national_association__citizens_summit_cardholder_agreement_june_2025__534355,"CITIZENS BANK, NATIONAL ASSOCIATION",national,Citizens Summit Cardholder Agreement June 2025,"CITIZENS BANK, NATIONAL ASSOCIATION/Citizens Summit Cardholder Agreement_June_2025.pdf-534355.pdf",2026-Q1,0b873e5967402c2683527e3f1c501c16819df8f2e3e1acaec9531c5de0671a64,537478,19,74967,False
citizens_bank_national_association__citizens_summit_reserve_cardholder_agreement_june_2025__534356,"CITIZENS BANK, NATIONAL ASSOCIATION",national,Citizens Summit Reserve Cardholder Agreement June 2025,"CITIZENS BANK, NATIONAL ASSOCIATION/Citizens Summit Reserve Cardholder Agreement_June_2025.pdf-534356.pdf",2026-Q1,fcc7b91ccdc706caa738ca2ef090d7bf0d2dfba0b12bb661cab7e776a59ea5f4,520752,19,77491,False
citizens_bank_national_association__citizens_summit_reserve_private_bank_cardholder_agreement_june_2025__534358,"CITIZENS BANK, NATIONAL ASSOCIATION",national,Citizens Summit Reserve Private Bank Cardholder Agreement June 2025,"CITIZENS BANK, NATIONAL ASSOCIATION/Citizens Summit Reserve Private Bank Cardholder Agreement_June_2025.pdf-534358.pdf",2026-Q1,ea73c3be49947301e7765a44ed9fd943c460e9d5415ec0b04c1a78460fe8ac20,523537,19,77507,False
commerce_bank__bamsl_visa_signature_rewards_credit_card_cardholder_agreement__256022,COMMERCE BANK,national,BAMSL Visa Signature Rewards Credit Card Cardholder Agreement,COMMERCE BANK/BAMSL Visa Signature Rewards Credit Card Cardholder Agreement.pdf-256022.pdf,2026-Q1,7443e5f6f7e3cbd206aa9feffe7a06c310c4ea01fd881f538edc54fcc4e30629,279407,8,83780,False
commerce_bank__paytient__528090,COMMERCE BANK,national,Paytient,COMMERCE BANK/Paytient.pdf-528090.pdf,2026-Q1,4b346834f3ce0836e3a22a6964b8290729439127506cdd535a2415b97a3ab36e,1262115,5,0,True
commerce_bank__standard_agmt__439409,COMMERCE BANK,national,STANDARD AGMT,COMMERCE BANK/STANDARD_AGMT.pdf-439409.pdf,2026-Q1,7c3e7799c204f3babc47d5bfda85770cb431d8bb0b609ac333748486aabc105a,231959,8,83829,False
commerce_bank__texas_nurses_association_rewardssm_visa_credit_card_pricing_information__255918,COMMERCE BANK,national,Texas Nurses Association RewardsSM Visa Credit Card Pricing Information,COMMERCE BANK/Texas Nurses Association RewardsSM Visa Credit Card Pricing Information.pdf-255918.pdf,2026-Q1,fcac9eed06d3010fe9277b0a58621f4e4f76f9264e9cfac9d94e0af61d49b017,154230,1,3792,False
commerce_bank__whitetails_unlimited_visa_rewards_credit_card_cardholder_agreement__255891,COMMERCE BANK,national,WhiteTails Unlimited Visa Rewards Credit Card Cardholder Agreement,COMMERCE BANK/WhiteTails Unlimited Visa Rewards Credit Card Cardholder Agreement.pdf-255891.pdf,2026-Q1,3229313e7d2618ba6436835b6d21ffd0d6ca51f7d6a4fb14d0898c5c4d52b6b9,282120,8,83830,False
commerce_bank__npsl_agmt__255854,COMMERCE BANK,national,npsl agmt,COMMERCE BANK/npsl_agmt.pdf-255854.pdf,2026-Q1,9ae9f5d4353781d7953d500b4232178c68540e35efab0aab2e18fa1e578a6432,294986,9,87722,False
commerce_bank__secured_agmt__255879,COMMERCE BANK,national,secured agmt,COMMERCE BANK/secured_agmt.pdf-255879.pdf,2026-Q1,7d45d9ac45375e1d56a90a398495186ae5a33eb770810b8677ec7e611977f780,375427,8,81779,False
commerce_bank__standard_agmt__255875,COMMERCE BANK,national,standard agmt,COMMERCE BANK/standard agmt.pdf-255875.pdf,2026-Q1,f4a65286ada62506db56b9273e112c4ccf1093831e52e8c47ddc0d43000ea8c6,312472,9,86274,False
discover_bank__near_prime_cardmember_agreement_033126__582106,DISCOVER BANK,national,Near Prime Cardmember Agreement 033126,DISCOVER BANK/Near_Prime_Cardmember_Agreement_033126.pdf-582106.pdf,2026-Q1,6e124e3c45fef03f637521fc70e5a7a385685cafe20db4dce700532bb48a5c93,6061876,5,34727,False
discover_bank__prime_cardmember_agreement_033126__255536,DISCOVER BANK,national,Prime Cardmember Agreement 033126,DISCOVER BANK/Prime_Cardmember_Agreement_033126.pdf-255536.pdf,2026-Q1,8a3cb8286a80f480829bdce53836f5a69d0372d4ff0318138a5648112b3b084b,646126,5,34626,False
discover_bank__secured_cardmember_agreement_033126__255534,DISCOVER BANK,national,Secured Cardmember Agreement 033126,DISCOVER BANK/Secured_Cardmember_Agreement_033126.pdf-255534.pdf,2026-Q1,dfe39de3ddf17a0d217c981815923ca3401ff1a4e7d4b4db3823602065f0e02e,7382452,6,45324,False
fifth_third_bank_national_association__1_cardmember_agreement__326532,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",national,1% Cardmember Agreement,"FIFTH THIRD BANK, NATIONAL ASSOCIATION/1% Cardmember Agreement.pdf-326532.pdf",2026-Q1,4409da9c283eb85b12f5bc5ec1e31dd69fba539c5799d415c6dd82560c703e40,2702425,7,34274,False
fifth_third_bank_national_association__employee_cardmember_agreement__326534,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",national,Employee Cardmember Agreement,"FIFTH THIRD BANK, NATIONAL ASSOCIATION/Employee Cardmember Agreement.pdf-326534.pdf",2026-Q1,da5bffd50c4c1e63a3a60a5bb31a8cb32563c7fbb349669209378e3a97c225a5,6736289,10,54384,False
fifth_third_bank_national_association__preferred_cash_back_and_1_67_cardmember_agreement__326533,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",national,Preferred Cash Back and 1.67 Cardmember Agreement,"FIFTH THIRD BANK, NATIONAL ASSOCIATION/Preferred Cash Back and 1.67 Cardmember Agreement.pdf-326533.pdf",2026-Q1,d22bafaf6b94b9812691afa2d21c445c928b91f3ca8796a0e42544329ecd1819,2657538,7,34555,False
fifth_third_bank_national_association__private_bank_cardmember_agreement__256325,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",national,Private Bank Cardmember Agreement,"FIFTH THIRD BANK, NATIONAL ASSOCIATION/Private Bank Cardmember Agreement.pdf-256325.pdf",2026-Q1,eff50b25ae52d17093c391834ad89bbf6169bdc0e925dc97ab10aa4651ec69b3,2765809,10,52323,False
fifth_third_bank_national_association__secured_cardmember_agreement__326535,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",national,Secured Cardmember Agreement,"FIFTH THIRD BANK, NATIONAL ASSOCIATION/Secured Cardmember Agreement.pdf-326535.pdf",2026-Q1,75a54ff80befd60d6d2c3e9ef1eba0fe288ff4c4c5245239f1474372cf147f1c,5994463,10,55252,False
first_national_bank_of_omaha__fbc317_plat_sig_world_3q25__255678,FIRST NATIONAL BANK OF OMAHA,national,FBC317 Plat Sig World 3Q25,FIRST NATIONAL BANK OF OMAHA/FBC317 Plat Sig World 3Q25.pdf-255678.pdf,2026-Q1,facccd11858818c24dd6a7bf64e7028793fb778129c68802a3fc113bc164f0c2,374886,9,44456,False
first_national_bank_of_omaha__sec317_secure_3q25__255675,FIRST NATIONAL BANK OF OMAHA,national,SEC317 Secure 3Q25,FIRST NATIONAL BANK OF OMAHA/SEC317 Secure 3Q25.pdf-255675.pdf,2026-Q1,6bf3f689539a0ea45c89a92b519486a3e088e96ac32f9eb7fb71c796f911950a,393263,9,48097,False
first_national_bank_of_omaha__sst317_secure_scheels_3q25__255674,FIRST NATIONAL BANK OF OMAHA,national,SST317 Secure Scheels 3Q25,FIRST NATIONAL BANK OF OMAHA/SST317 Secure Scheels 3Q25.pdf-255674.pdf,2026-Q1,7525622ead9af2e6d3bf6a8f074206a51246c432f0d0fcafc6abc3ed8165a1a6,410978,9,48639,False
first_national_bank_of_omaha__stlp17_tlp_1q26__255677,FIRST NATIONAL BANK OF OMAHA,national,stlp17 tlp 1q26,FIRST NATIONAL BANK OF OMAHA/stlp17-tlp-1q26.pdf-255677.pdf,2026-Q1,a4f3310c5468cdc2fb7d1d4aa5a3021de43c68b4e6440797a354ef38e51a3c96,347040,9,43845,False
first_citizens_bank_trust_company__first_citizens_bank_consumer_cc_all_t_c_q4_2024__500195,FIRST-CITIZENS BANK & TRUST COMPANY,national,First Citizens Bank Consumer CC ALL T&C Q4 2024,FIRST-CITIZENS BANK & TRUST COMPANY/First Citizens Bank Consumer CC ALL T&C Q4 2024.pdf-500195.pdf,2026-Q1,614ce8dd74ebb5e7beb8bb5d2a90bb7dfcfe6af11505505caab2b2603fb04114,238774,14,70223,False
first_citizens_bank_trust_company__mm15836_consumer_credit_card_agreement__587518,FIRST-CITIZENS BANK & TRUST COMPANY,national,MM15836 Consumer Credit Card Agreement,FIRST-CITIZENS BANK & TRUST COMPANY/MM15836_Consumer_Credit_Card_Agreement.pdf-587518.pdf,2026-Q1,7f35ba5e06bbe06785ba840be35bc141166e014a93c1782ceb7c2bf88fc892db,910930,14,71022,False
first_citizens_bank_trust_company__mm15850_wsh_082_sb_cardholder_agreement_disclosure__587519,FIRST-CITIZENS BANK & TRUST COMPANY,national,MM15850 WSH 082 SB Cardholder Agreement Disclosure,FIRST-CITIZENS BANK & TRUST COMPANY/MM15850-WSH-082_SB_Cardholder_Agreement_Disclosure.pdf-587519.pdf,2026-Q1,d306d51891e75474fa427e75152e4b17747929a6b1fbda0b8406a6d9b62351ec,488671,5,38161,False
first_citizens_bank_trust_company__southern_bank_cardholder_consumer_cc_all_t_c_q4_2024__500196,FIRST-CITIZENS BANK & TRUST COMPANY,national,Southern Bank Cardholder Consumer CC ALL T&C Q4 2024,FIRST-CITIZENS BANK & TRUST COMPANY/Southern Bank Cardholder Consumer CC ALL T&C Q4 2024.pdf-500196.pdf,2026-Q1,4b7b37ae4a4cd1bf00d07a0a6fad887245d7b4343a6c5f992f20d9cafe39ef71,209127,5,38449,False
goldman_sachs_bank_usa__2025_q4_apple_card_customer_agreement__255692,GOLDMAN SACHS BANK USA,national,2025 Q4 Apple Card Customer Agreement,GOLDMAN SACHS BANK USA/2025 Q4 Apple Card Customer Agreement.pdf-255692.pdf,2026-Q1,1bc76c454ae9091454c3a7d05794a134abc1be16a85e394793491e6604e01fa7,1494901,19,90369,False
